"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","100.86.7.137","208.80.154.224","TLSv1.2","156","Application Data"
"2","0.010612","208.80.154.224","100.86.7.137","TCP","56","443  >  53437 [ACK] Seq=1 Ack=103 Win=83 Len=0"
"3","0.065569","208.80.154.224","100.86.7.137","TCP","1514","443  >  53437 [ACK] Seq=1 Ack=103 Win=83 Len=1460 [TCP segment of a reassembled PDU]"
"4","0.065569","208.80.154.224","100.86.7.137","TLSv1.2","970","Application Data"
"5","0.065693","100.86.7.137","208.80.154.224","TCP","54","53437  >  443 [ACK] Seq=103 Ack=2377 Win=1032 Len=0"
"6","0.067414","100.86.7.137","208.80.154.224","TLSv1.2","89","Application Data"
"7","0.121387","208.80.154.224","100.86.7.137","TCP","56","443  >  53437 [ACK] Seq=2377 Ack=138 Win=83 Len=0"
"8","0.834865","100.86.7.137","208.80.154.224","TLSv1.2","375","Application Data"
"9","0.844607","208.80.154.224","100.86.7.137","TCP","56","443  >  53437 [ACK] Seq=2377 Ack=459 Win=83 Len=0"
"10","0.845288","208.80.154.224","100.86.7.137","TCP","2974","443  >  53437 [ACK] Seq=2377 Ack=459 Win=83 Len=2920 [TCP segment of a reassembled PDU]"
"11","0.845335","100.86.7.137","208.80.154.224","TCP","54","53437  >  443 [ACK] Seq=459 Ack=5297 Win=1032 Len=0"
"12","0.846017","208.80.154.224","100.86.7.137","TCP","2974","443  >  53437 [ACK] Seq=5297 Ack=459 Win=83 Len=2920 [TCP segment of a reassembled PDU]"
"13","0.846057","100.86.7.137","208.80.154.224","TCP","54","53437  >  443 [ACK] Seq=459 Ack=8217 Win=1032 Len=0"
"14","0.847095","208.80.154.224","100.86.7.137","TCP","8814","443  >  53437 [ACK] Seq=8217 Ack=459 Win=83 Len=8760 [TCP segment of a reassembled PDU]"
"15","0.847095","208.80.154.224","100.86.7.137","TLSv1.2","75","Application Data"
"16","0.847095","208.80.154.224","100.86.7.137","TCP","16114","443  >  53437 [ACK] Seq=16998 Ack=459 Win=83 Len=16060 [TCP segment of a reassembled PDU]"
"17","0.847173","100.86.7.137","208.80.154.224","TCP","54","53437  >  443 [ACK] Seq=459 Ack=33058 Win=1032 Len=0"
"18","0.850530","208.80.154.224","100.86.7.137","TLSv1.2","345","Application Data"
"19","0.850530","208.80.154.224","100.86.7.137","TCP","1514","443  >  53437 [ACK] Seq=33349 Ack=459 Win=83 Len=1460 [TCP segment of a reassembled PDU]"
"20","0.850588","100.86.7.137","208.80.154.224","TCP","54","53437  >  443 [ACK] Seq=459 Ack=34809 Win=1032 Len=0"
"21","0.891897","208.80.154.224","100.86.7.137","TCP","1514","443  >  53437 [ACK] Seq=34809 Ack=459 Win=83 Len=1460 [TCP segment of a reassembled PDU]"
"22","0.891897","208.80.154.224","100.86.7.137","TLSv1.2","393","Application Data"
"23","0.891964","100.86.7.137","208.80.154.224","TCP","54","53437  >  443 [ACK] Seq=459 Ack=36608 Win=1032 Len=0"
"24","0.969764","100.86.7.137","208.80.154.224","TLSv1.2","230","Application Data"
"25","0.995422","208.80.154.224","100.86.7.137","TLSv1.2","990","Application Data"
"26","1.048829","100.86.7.137","208.80.154.224","TCP","54","53437  >  443 [ACK] Seq=635 Ack=37544 Win=1028 Len=0"
"27","3.281955","100.86.7.137","208.80.154.224","TLSv1.2","125","Application Data"
"28","3.292802","208.80.154.224","100.86.7.137","TCP","1514","443  >  53437 [ACK] Seq=37544 Ack=706 Win=83 Len=1460 [TCP segment of a reassembled PDU]"
"29","3.294394","208.80.154.224","100.86.7.137","TCP","1514","443  >  53437 [ACK] Seq=39004 Ack=706 Win=83 Len=1460 [TCP segment of a reassembled PDU]"
"30","3.294394","208.80.154.224","100.86.7.137","TCP","1514","443  >  53437 [ACK] Seq=40464 Ack=706 Win=83 Len=1460 [TCP segment of a reassembled PDU]"
"31","3.294394","208.80.154.224","100.86.7.137","TCP","10274","443  >  53437 [ACK] Seq=41924 Ack=706 Win=83 Len=10220 [TCP segment of a reassembled PDU]"
"32","3.294394","208.80.154.224","100.86.7.137","TLSv1.2","75","Application Data"
"33","3.294458","100.86.7.137","208.80.154.224","TCP","54","53437  >  443 [ACK] Seq=706 Ack=52165 Win=1032 Len=0"
