"No.","Time","Source","Destination","Protocol","Length","Info"
"7","1.406379","100.86.171.196","3.14.34.81","TLSv1.2","144","Application Data"
"8","1.406634","100.86.171.196","3.14.34.81","TLSv1.2","155","Application Data"
"9","1.442928","3.14.34.81","100.86.171.196","TCP","66","443  >  65142 [ACK] Seq=1 Ack=168 Win=218 Len=0 TSval=1001686548 TSecr=3472513372"
"12","1.579944","3.14.34.81","100.86.171.196","TLSv1.2","765","Application Data"
"13","1.579946","3.14.34.81","100.86.171.196","TLSv1.2","97","Application Data"
"14","1.580090","100.86.171.196","3.14.34.81","TCP","66","65142  >  443 [ACK] Seq=168 Ack=731 Win=3597 Len=0 TSval=3472513545 TSecr=1001686682"
"15","1.591480","100.86.171.196","3.14.34.81","TLSv1.2","175","Application Data"
"16","1.591747","100.86.171.196","3.14.34.81","TLSv1.2","272","Application Data"
"17","1.621421","3.14.34.81","100.86.171.196","TCP","66","443  >  65142 [ACK] Seq=731 Ack=483 Win=223 Len=0 TSval=1001686726 TSecr=3472513557"
"18","1.628734","3.14.34.81","100.86.171.196","TCP","1514","443  >  65142 [ACK] Seq=731 Ack=483 Win=223 Len=1448 TSval=1001686734 TSecr=3472513557 [TCP segment of a reassembled PDU]"
"19","1.628735","3.14.34.81","100.86.171.196","TLSv1.2","158","Application Data"
"20","1.628736","3.14.34.81","100.86.171.196","TLSv1.2","97","Application Data"
"21","1.628816","100.86.171.196","3.14.34.81","TCP","66","65142  >  443 [ACK] Seq=483 Ack=2302 Win=3584 Len=0 TSval=3472513594 TSecr=1001686734"
"22","1.638113","100.86.171.196","3.14.34.81","TLSv1.2","196","Application Data"
"23","1.638338","100.86.171.196","3.14.34.81","TLSv1.2","155","Application Data"
"24","1.667625","3.14.34.81","100.86.171.196","TCP","66","443  >  65142 [ACK] Seq=2302 Ack=702 Win=227 Len=0 TSval=1001686773 TSecr=3472513603"
"25","1.809002","3.14.34.81","100.86.171.196","TLSv1.2","571","Application Data"
"26","1.809003","3.14.34.81","100.86.171.196","TLSv1.2","97","Application Data"
"27","1.809094","100.86.171.196","3.14.34.81","TCP","66","65142  >  443 [ACK] Seq=702 Ack=2838 Win=3600 Len=0 TSval=3472513774 TSecr=1001686914"
"77","3.347395","100.86.171.196","3.14.34.81","TLSv1.2","203","Application Data"
"78","3.347858","100.86.171.196","3.14.34.81","TLSv1.2","312","Application Data"
"84","3.384543","3.14.34.81","100.86.171.196","TCP","66","443  >  65142 [ACK] Seq=2838 Ack=1085 Win=235 Len=0 TSval=1001688490 TSecr=3472515313"
"85","3.393180","3.14.34.81","100.86.171.196","TCP","1514","443  >  65142 [ACK] Seq=2838 Ack=1085 Win=235 Len=1448 TSval=1001688498 TSecr=3472515313 [TCP segment of a reassembled PDU]"
"86","3.393181","3.14.34.81","100.86.171.196","TLSv1.2","547","Application Data"
"87","3.393182","3.14.34.81","100.86.171.196","TLSv1.2","97","Application Data"
"88","3.393270","100.86.171.196","3.14.34.81","TCP","66","65142  >  443 [ACK] Seq=1085 Ack=4798 Win=3578 Len=0 TSval=3472515358 TSecr=1001688498"
"101","4.719733","100.86.171.196","3.14.34.81","TLSv1.2","139","Application Data"
"102","4.719862","100.86.171.196","3.14.34.81","TLSv1.2","237","Application Data"
"103","4.757357","3.14.34.81","100.86.171.196","TCP","66","443  >  65142 [ACK] Seq=4798 Ack=1329 Win=239 Len=0 TSval=1001689862 TSecr=3472516685"
"104","4.765334","3.14.34.81","100.86.171.196","TCP","1514","443  >  65142 [ACK] Seq=4798 Ack=1329 Win=239 Len=1448 TSval=1001689870 TSecr=3472516685 [TCP segment of a reassembled PDU]"
"105","4.765336","3.14.34.81","100.86.171.196","TLSv1.2","1287","Application Data"
"106","4.765338","3.14.34.81","100.86.171.196","TLSv1.2","97","Application Data"
"107","4.765449","100.86.171.196","3.14.34.81","TCP","66","65142  >  443 [ACK] Seq=1329 Ack=7498 Win=3566 Len=0 TSval=3472516731 TSecr=1001689870"
"108","5.750269","100.86.171.196","3.14.34.81","TLSv1.2","139","Application Data"
"109","5.750455","100.86.171.196","3.14.34.81","TLSv1.2","237","Application Data"
"110","5.790166","3.14.34.81","100.86.171.196","TCP","66","443  >  65142 [ACK] Seq=7498 Ack=1573 Win=244 Len=0 TSval=1001690895 TSecr=3472517716"
"111","5.800034","3.14.34.81","100.86.171.196","TCP","1514","443  >  65142 [ACK] Seq=7498 Ack=1573 Win=244 Len=1448 TSval=1001690905 TSecr=3472517716 [TCP segment of a reassembled PDU]"
"112","5.800036","3.14.34.81","100.86.171.196","TLSv1.2","1291","Application Data"
"113","5.800038","3.14.34.81","100.86.171.196","TLSv1.2","97","Application Data"
"114","5.800144","100.86.171.196","3.14.34.81","TCP","66","65142  >  443 [ACK] Seq=1573 Ack=10202 Win=3566 Len=0 TSval=3472517765 TSecr=1001690905"
"149","6.717627","100.86.171.196","3.14.34.81","TLSv1.2","139","Application Data"
"150","6.717783","100.86.171.196","3.14.34.81","TLSv1.2","237","Application Data"
"151","6.754713","3.14.34.81","100.86.171.196","TCP","66","443  >  65142 [ACK] Seq=10202 Ack=1817 Win=248 Len=0 TSval=1001691860 TSecr=3472518683"
"152","6.762803","3.14.34.81","100.86.171.196","TCP","1514","443  >  65142 [ACK] Seq=10202 Ack=1817 Win=248 Len=1448 TSval=1001691868 TSecr=3472518683 [TCP segment of a reassembled PDU]"
"153","6.762805","3.14.34.81","100.86.171.196","TLSv1.2","1281","Application Data"
"154","6.762806","3.14.34.81","100.86.171.196","TLSv1.2","97","Application Data"
"155","6.762921","100.86.171.196","3.14.34.81","TCP","66","65142  >  443 [ACK] Seq=1817 Ack=12896 Win=3567 Len=0 TSval=3472518728 TSecr=1001691868"
"308","9.458631","100.86.171.196","3.14.34.81","TLSv1.2","200","Application Data"
"309","9.459135","100.86.171.196","3.14.34.81","TLSv1.2","155","Application Data"
"310","9.494175","3.14.34.81","100.86.171.196","TCP","66","443  >  65142 [ACK] Seq=12896 Ack=2040 Win=252 Len=0 TSval=1001694599 TSecr=3472521424"
"311","9.630442","3.14.34.81","100.86.171.196","TLSv1.2","644","Application Data"
"312","9.630443","3.14.34.81","100.86.171.196","TLSv1.2","97","Application Data"
"313","9.630607","100.86.171.196","3.14.34.81","TCP","66","65142  >  443 [ACK] Seq=2040 Ack=13505 Win=3599 Len=0 TSval=3472521596 TSecr=1001694736"
"314","9.641155","100.86.171.196","3.14.34.81","TLSv1.2","197","Application Data"
"315","9.641266","100.86.171.196","3.14.34.81","TLSv1.2","304","Application Data"
"316","9.647273","100.86.171.196","3.14.34.81","TLSv1.2","147","Application Data"
"317","9.647485","100.86.171.196","3.14.34.81","TLSv1.2","232","Application Data"
"318","9.669979","3.14.34.81","100.86.171.196","TCP","66","443  >  65142 [ACK] Seq=13505 Ack=2409 Win=260 Len=0 TSval=1001694775 TSecr=3472521607"
"319","9.676048","3.14.34.81","100.86.171.196","TCP","66","443  >  65142 [ACK] Seq=13505 Ack=2656 Win=264 Len=0 TSval=1001694781 TSecr=3472521613"
"320","9.676050","3.14.34.81","100.86.171.196","TCP","1514","443  >  65142 [ACK] Seq=13505 Ack=2656 Win=264 Len=1448 TSval=1001694782 TSecr=3472521613 [TCP segment of a reassembled PDU]"
"321","9.676149","100.86.171.196","3.14.34.81","TCP","66","65142  >  443 [ACK] Seq=2656 Ack=14953 Win=3586 Len=0 TSval=3472521641 TSecr=1001694782"
"322","9.677327","3.14.34.81","100.86.171.196","TLSv1.2","436","Application Data"
"323","9.677328","3.14.34.81","100.86.171.196","TLSv1.2","97","Application Data"
"324","9.677412","100.86.171.196","3.14.34.81","TCP","66","65142  >  443 [ACK] Seq=2656 Ack=15354 Win=3602 Len=0 TSval=3472521643 TSecr=1001694782"
"325","9.691127","3.14.34.81","100.86.171.196","TLSv1.2","1048","Application Data"
