"No.","Time","Source","Destination","Protocol","Length","Info"
"9","1.823268","192.168.0.92","104.18.37.228","TCP","1454","63477  >  443 [ACK] Seq=1 Ack=1 Win=2048 Len=1388 TSval=1981970539 TSecr=2282565014 [TCP segment of a reassembled PDU]"
"10","1.823270","192.168.0.92","104.18.37.228","TCP","1454","63477  >  443 [ACK] Seq=1389 Ack=1 Win=2048 Len=1388 TSval=1981970539 TSecr=2282565014 [TCP segment of a reassembled PDU]"
"11","1.823272","192.168.0.92","104.18.37.228","TCP","1454","63477  >  443 [ACK] Seq=2777 Ack=1 Win=2048 Len=1388 TSval=1981970539 TSecr=2282565014 [TCP segment of a reassembled PDU]"
"12","1.823273","192.168.0.92","104.18.37.228","TCP","1454","63477  >  443 [ACK] Seq=4165 Ack=1 Win=2048 Len=1388 TSval=1981970539 TSecr=2282565014 [TCP segment of a reassembled PDU]"
"13","1.823275","192.168.0.92","104.18.37.228","TCP","1454","63477  >  443 [ACK] Seq=5553 Ack=1 Win=2048 Len=1388 TSval=1981970539 TSecr=2282565014 [TCP segment of a reassembled PDU]"
"14","1.823276","192.168.0.92","104.18.37.228","TCP","1454","63477  >  443 [ACK] Seq=6941 Ack=1 Win=2048 Len=1388 TSval=1981970539 TSecr=2282565014 [TCP segment of a reassembled PDU]"
"15","1.823277","192.168.0.92","104.18.37.228","TCP","1454","63477  >  443 [ACK] Seq=8329 Ack=1 Win=2048 Len=1388 TSval=1981970539 TSecr=2282565014 [TCP segment of a reassembled PDU]"
"16","1.823311","192.168.0.92","104.18.37.228","TLSv1.2","733","Application Data"
"17","1.823553","192.168.0.92","104.18.37.228","TLSv1.2","232","Application Data"
"19","1.847114","104.18.37.228","192.168.0.92","TCP","66","443  >  63477 [ACK] Seq=1 Ack=9717 Win=12 Len=0 TSval=2282586805 TSecr=1981970539"
"20","1.876048","192.168.0.92","104.18.37.228","TCP","899","[TCP Retransmission] 63477  >  443 [PSH, ACK] Seq=9717 Ack=1 Win=2048 Len=833 TSval=1981970592 TSecr=2282586805"
"21","1.891368","104.18.37.228","192.168.0.92","TCP","66","443  >  63477 [ACK] Seq=1 Ack=10550 Win=12 Len=0 TSval=2282586846 TSecr=1981970539"
"22","1.894991","104.18.37.228","192.168.0.92","TCP","78","[TCP Dup ACK 21#1] 443  >  63477 [ACK] Seq=1 Ack=10550 Win=12 Len=0 TSval=2282586850 TSecr=1981970592 SLE=9717 SRE=10550"
"23","1.970018","104.18.37.228","192.168.0.92","TLSv1.2","399","Application Data"
